imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.012848496437072754, -0.00516510009765625, 0.010274695474817956, 0.0, 0.00010254187100616725, 0.0, -2.050837420123345e-05, 0.0, 1731705509.6387222, 
0.0018150806427001953, -0.016103148460388184, 0.004035803748002079, -2.98487473040092e-10, 0.000245323777688646, -1.216708285891957e-06, -3.788938925826457e-05, -1.7823363443438256e-13, 1731705509.6686585, 
-0.005536198616027832, -0.030401885509490967, -0.0029770992906931974, -6.874694877461551e-10, 0.00011877458123435317, -5.788018619823333e-06, -2.5000137672572884e-05, -2.393687448037488e-12, 1731705509.6990044, 
-0.03065246343612671, -0.004933536052703857, -0.0232329683412121, 4.045025467665523e-10, -0.00020432177584523868, -1.9797329241741634e-06, 8.470497482842658e-06, -9.82253814205856e-12, 1731705509.7287395, 
-0.01616877317428589, 0.0005506277084350586, -0.018048233372023628, 3.897755098981857e-10, -0.0006360318709807832, -6.128238657241159e-07, 5.179920917988499e-05, -3.5821074292774876e-11, 1731705509.7588956, 
-0.0077672600746154785, 0.015512704849243164, -0.010511872742302017, 6.599308718329748e-09, -0.0008933632427639093, -7.387038555462215e-06, 3.677029280729528e-05, -1.4238417764402669e-11, 1731705509.8483832, 
0.5747216939926147, -0.21091485023498535, 0.41786986730787146, 0.0022969294486189507, 0.006066856209023614, 0.3786029154939562, -0.0002121096251894586, -3.993545860929119e-07, 1731705509.968196, 
0.22519534826278687, 0.02780050039291382, 0.2766606863482543, 0.017733550327473646, 0.02259309383689073, 0.7849102232522814, -0.00037899642379150096, 2.0493545610846085e-06, 1731705510.0582175, 
0.33375757932662964, 0.23788678646087646, 0.3189942759339052, 0.11603983168639091, 0.11963754278012392, 0.9699282431740923, 0.004173455713780116, 0.0002758334367582182, 1731705510.1479716, 
0.5182132720947266, 0.14904546737670898, 0.4644142309589271, 0.1031506664879374, 0.10508959054831966, 0.9815497990784277, 0.014642008540439155, 0.0019178148326217317, 1731705510.2711368, 
-0.17391496896743774, 0.17478924989700317, -0.0030293133103440617, 0.12003975709558619, 0.11906070400332107, 1.0082231421396417, 0.024395369661672127, 0.004403343477277436, 1731705510.3577378, 
0.25637805461883545, -0.182961106300354, 0.18554903376202642, -0.03231930088078617, -0.031685393790460495, 1.0200062872665487, 0.03242443079276073, 0.007409963917351545, 1731705510.4475975, 
-0.2523341178894043, -0.21613264083862305, -0.13535451060304454, -0.06458241492634127, -0.06391298470313249, 1.0104740879543992, 0.028806071069616922, 0.005673565195311306, 1731705510.567404, 
0.41096770763397217, 0.3177083134651184, 0.2664552281922677, 0.15785257414290846, 0.15477396138206145, 1.0198910251657087, 0.027234957560355797, 0.004606643923335792, 1731705510.657338, 
-0.059522926807403564, 0.7068535685539246, 0.02940986413938715, 0.41824112731791974, 0.36175138834260784, 1.1561562465153874, 0.04267390710346867, 0.016338677379210062, 1731705510.7496798, 
0.19356662034988403, 0.08444333076477051, 0.14742788071608592, 0.15317200938377082, 0.1126622169964887, 1.3595685711434622, 0.06475871715884211, 0.037614874833767374, 1731705510.8670952, 
-0.05778360366821289, -0.1722729206085205, -0.003970088026359758, -0.009924293193604657, -0.008360546854490308, 1.1870387626946302, 0.07080253599048243, 0.04498151906222636, 1731705510.9589949, 
0.4705209732055664, 0.28332608938217163, 0.3446961907147025, 0.14939196731016963, 0.15391221643719039, 0.9706309919273665, 0.07202620269185277, 0.04673585759207997, 1731705511.0467608, 
-0.09633839130401611, -0.18663012981414795, 0.02036129846750373, 0.010088120329577456, 0.008425986247377643, 1.19726285249007, 0.07722460478943378, 0.05787476710453704, 1731705511.1672835, 
-0.3032478094100952, -0.21178114414215088, -0.21675519612179917, -0.030784317267780578, -0.02365806933381168, 1.3012184905462338, 0.07723507785613826, 0.05796389302877334, 1731705511.2564971, 
-0.008976757526397705, -0.71623295545578, -0.06656830490125787, -0.2842665175444381, -0.26189932801048943, 1.0854037683252582, 0.07582124855059738, 0.05193613769640578, 1731705511.3463998, 
0.0660163164138794, 0.06830757856369019, 0.03308373724166999, 0.02952450931684173, 0.030593610255978176, 0.9650547637172852, 0.0738736236284884, 0.030633352940724445, 1731705511.4662075, 
-0.1120309829711914, -0.546811044216156, -0.07467860453845401, -0.1486483412112373, -0.14704105503442508, 1.0109308667326682, 0.0738216368011535, 0.030457443742212844, 1731705511.556094, 
0.17351871728897095, 0.27347689867019653, 0.1096441081169566, 0.15882520499086447, 0.16157556294513278, 0.9829778841296548, 0.07481203489093205, 0.02226610505655826, 1731705511.6470625, 
0.03605949878692627, -0.21714234352111816, 0.05448588831953869, 0.018240612623777436, 0.018818757235109812, 0.9692782788943288, 0.07207871294485037, 0.034973233249200375, 1731705511.7459276, 
-0.3062654137611389, 0.30581361055374146, -0.20795202886401218, 0.2073137775959077, 0.21105292181802782, 0.9822833809173983, 0.07038243391475213, 0.04065434706129322, 1731705511.8658702, 
0.3463481664657593, -0.3203356862068176, 0.19604404787776528, -0.007333768541153905, -0.007818840715529463, 0.9379611131593809, 0.06376769494029416, 0.05599719239389393, 1731705511.9558477, 
0.3564101457595825, -0.11101096868515015, 0.3137097614091487, 0.04523785053773915, 0.04658214286062906, 0.9711414666579004, 0.06386833650107114, 0.05582759216437551, 1731705512.0470874, 
0.1255042552947998, 0.2016550898551941, 0.17694241454437545, 0.18888016648415606, 0.19342717870406292, 0.9764923820407698, 0.059867737079991254, 0.061855514639690405, 1731705512.1357388, 
0.24985909461975098, 0.34033524990081787, 0.23081824296413178, 0.27584419003739474, 0.2713204398050658, 1.0166730904445647, 0.04678023040788411, 0.07771472922794306, 1731705512.2558005, 
0.7560127377510071, 0.24245715141296387, 0.6148194486043131, 0.2510526579088179, 0.2508412952091593, 1.000842615245956, 0.028285893619954473, 0.0960103363804942, 1731705512.355728, 
0.15961354970932007, 0.023540079593658447, 0.2804538555330184, 0.1670738595005518, 0.16929588080042485, 0.9868749240125194, 0.010873405286384802, 0.11001877762114946, 1731705512.4749022, 
-0.11536318063735962, 0.28224503993988037, -0.00875171056303764, 0.25444038931073043, 0.25351563274120986, 1.0036477299625328, -0.004349234960440441, 0.12002271164242403, 1731705512.5647984, 
0.3523520827293396, 0.6200091242790222, 0.25685186106146873, 0.42308119730454175, 0.40846987216820785, 1.035770875973729, -0.029492057393158584, 0.13319146628237216, 1731705512.6556137, 
-0.6541748046875, 0.1300734281539917, -0.4114843006403971, 0.2415209419320613, 0.24826469590560687, 0.972836435930022, -0.064396167606361, 0.14708286867002013, 1731705512.7744873, 
0.01940739154815674, -0.1869215965270996, -0.09716153395941307, 0.08272750867624705, 0.08564771661857447, 0.965904427372742, -0.08570087918468561, 0.15307819681387574, 1731705512.8644176, 
0.2420770525932312, 0.5543594360351562, 0.15361010470184783, 0.3641466958742677, 0.370843761214775, 0.9819410057794427, -0.10011730798104737, 0.1558323053764102, 1731705512.9543, 
0.2153344750404358, -0.02000492811203003, 0.19720016369735813, 0.18282045716652331, 0.1994879245292748, 0.9164487404333812, -0.13321999602089415, 0.15856197187406118, 1731705513.0741065, 
-0.32127994298934937, 0.793721079826355, -0.1799184547549982, 0.4893326424627151, 0.4941847166483293, 0.9901816587560173, -0.15900390749173557, 0.15836327026876018, 1731705513.1675327, 
0.3934069275856018, 0.24155014753341675, 0.23850515586665297, 0.31313348493424503, 0.33762950155957583, 0.9274470491702326, -0.20503388031460426, 0.1534607658425634, 1731705513.2538273, 
0.5237739682197571, 0.3714802861213684, 0.44731373609962044, 0.34022121518920745, 0.364834238989178, 0.9325364201886198, -0.23802090892363983, 0.14668044019190862, 1731705513.3437452, 
-0.535385251045227, 0.2538003921508789, -0.2725989513503908, 0.2932138237648306, 0.32621088057572317, 0.8988474671578803, -0.2717283880688495, 0.13642757188100024, 1731705513.4635077, 
-0.7971102595329285, 0.09658551216125488, -0.6568945832437261, 0.21669105930155533, 0.24945374819008503, 0.868662270556206, -0.30126612142218456, 0.12436963113172803, 1731705513.5535576, 
0.18470478057861328, 0.8046454787254333, -0.03817384906466925, 0.4773956209362165, 0.5146431979153903, 0.9276244646192771, -0.32965823584108106, 0.10984856281721457, 1731705513.6732767, 
0.32918214797973633, 0.1334438920021057, 0.22908540123419535, 0.2659065665542017, 0.3217871392686036, 0.8263430513680132, -0.3695844015363032, 0.0845317031288608, 1731705513.7631428, 
0.1345774531364441, 0.5138559341430664, 0.1606604398295391, 0.36992716835450473, 0.4323614677845186, 0.8555969852032929, -0.39665678079166367, 0.06381997761938944, 1731705513.8555846, 
0.11153709888458252, 0.13922107219696045, 0.12361561061662071, 0.25280709389903055, 0.31843910413796206, 0.7938946273052672, -0.4265558530706201, 0.03662736815752803, 1731705513.9728723, 
-0.4393494725227356, 0.6804935336112976, -0.28705959209314824, 0.411098768743967, 0.4908214916459648, 0.8375728767812337, -0.45099158919004007, 0.010501601824043482, 1731705514.0637612, 
-0.5079167485237122, 0.17999577522277832, -0.44968397032348617, 0.25589162156051537, 0.3454667328315679, 0.7407127727267306, -0.4800181494131255, -0.026149066814826274, 1731705514.1526208, 
