acc_x, acc_y, angular_z, stamp, 
0.010701596736907959, -0.015089869499206543, -1.2361812819718932e-12, 1728071340743712942, 
0.016166388988494873, -0.02748948335647583, -7.512370266379217e-12, 1728071340773216752, 
0.016089677810668945, -0.004034578800201416, -5.2564370805776635e-11, 1728071340801329270, 
0.016086339950561523, 0.03198504447937012, -8.447449565890506e-11, 1728071340831238851, 
-0.00179976224899292, -0.0003237724304199219, -4.670378756705397e-11, 1728071340853243285, 
0.01592421531677246, -0.013240218162536621, -4.631800154187513e-11, 1728071340891206359, 
-0.0022183656692504883, 0.002825021743774414, 7.525921143165351e-14, 1728071340921269391, 
-0.01489180326461792, 0.010042369365692139, 1.2081487461015103e-11, 1728071340950247929, 
-0.02395576238632202, 0.011826932430267334, 6.597917674764178e-12, 1728071340984069765, 
-0.0042157769203186035, 0.002795875072479248, 1.5332003096913185e-11, 1728071341013584796, 
0.0082472562789917, -0.009890973567962646, 2.037868481899478e-11, 1728071341041345645, 
0.024166464805603027, -0.0011789202690124512, 5.59069849620284e-12, 1728071341071235466, 
-0.0028870105743408203, -0.0030402541160583496, -5.661613324739247e-12, 1728071341101228783, 
0.020246267318725586, 0.01114267110824585, -3.24726589314319e-11, 1728071341131229860, 
0.023485839366912842, -0.010406792163848877, -9.926602399886616e-07, 1728071341161254392, 
0.010569989681243896, -0.00480729341506958, -9.880892331396547e-07, 1728071341191419036, 
-0.02199709415435791, -0.002870619297027588, -9.36402395942224e-07, 1728071341223249190, 
-0.014938533306121826, 0.0043351054191589355, -9.772332153250646e-07, 1728071341253749280, 
-0.025876224040985107, 0.0005313754081726074, -1.0848988538440518e-06, 1728071341281223090, 
-0.0063332319259643555, 0.000422060489654541, -9.943288270786782e-07, 1728071341311200532, 
-0.010054051876068115, -0.02660679817199707, -9.92441202049753e-07, 1728071341341235478, 
-0.006318151950836182, -0.0013892054557800293, -1.477901793669921e-10, 1728071341371277609, 
0.024287939071655273, -0.0011936426162719727, -9.94153718397894e-11, 1728071341401243521, 
0.006131589412689209, -0.008311688899993896, -7.274063793004225e-11, 1728071341431245332, 
-0.0010431408882141113, -0.031242549419403076, -6.486961653656878e-12, 1728071341463355871, 
-0.00279921293258667, 0.004979848861694336, 1.1957663456545087e-10, 1728071341493249820, 
-0.008218348026275635, 0.02138078212738037, 2.0390330781410226e-10, 1728071341521346363, 
-0.011705636978149414, 0.0018173456192016602, 2.2979551025533414e-10, 1728071341551268059, 
0.0006524920463562012, 0.017900168895721436, 2.0369782720036137e-10, 1728071341581254854, 
-0.0084000825881958, 0.0034332871437072754, 2.007974752051982e-10, 1728071341611233110, 
0.03460794687271118, 0.02991640567779541, 1.1864478965703823e-10, 1728071341641221127, 
0.007571995258331299, 0.013385117053985596, 1.8007672683689182e-12, 1728071341671175351, 
-0.03740745782852173, -0.03877335786819458, -8.495153937628677e-11, 1728071341703706621, 
-0.017544448375701904, -0.0029261112213134766, -1.0418449613067929e-10, 1728071341734340267, 
0.002575814723968506, 0.004207491874694824, -1.0391852395452804e-10, 1728071341771243248, 
0.027843713760375977, 0.022166073322296143, -5.533537732175989e-11, 1728071341801224252, 
-0.03304171562194824, -0.01554715633392334, -5.937645302584631e-11, 1728071341831450868, 
-0.025476276874542236, 0.00771331787109375, -2.979519767472098e-11, 1728071341863329217, 
-0.010875225067138672, 0.0009785890579223633, 0.00012147742475936783, 1728071341893259480, 
0.059013426303863525, 0.0011413097381591797, -0.0017069754568010223, 1728071341921211479, 
1.1448369026184082, -0.02222222089767456, -0.017854563009848907, 1728071341951181474, 
0.16193121671676636, 0.0024808645248413086, -0.020444557280919654, 1728071341973314059, 
0.4750937223434448, 0.08952361345291138, 0.021045517737964283, 1728071342011223462, 
-0.2387833595275879, 0.08185100555419922, 0.028279120466600464, 1728071342041199162, 
0.23693835735321045, 0.045346975326538086, 0.010097775468319565, 1728071342071168698, 
-0.12898409366607666, -0.07550853490829468, 0.0029146518013865646, 1728071342103657563, 
0.01906120777130127, 0.0032833218574523926, 0.009389152179183182, 1728071342133479470, 
-0.16945582628250122, 0.04062366485595703, 0.025672911680536516, 1728071342161179338, 
-0.04033088684082031, -0.019765257835388184, 0.005006786702970646, 1728071342191191403, 
-0.09287726879119873, -0.05196923017501831, -0.013258855045666108, 1728071342221418837, 
0.18981540203094482, -0.03607684373855591, -0.013149214756256874, 1728071342251209690, 
0.15904974937438965, 0.1524379849433899, -0.024033348060237495, 1728071342281196325, 
0.5657811760902405, -0.10281199216842651, -0.01961526673851021, 1728071342311234043, 
0.16806143522262573, -0.02755492925643921, -0.018934692738745196, 1728071342343803696, 
0.24713659286499023, 0.2034130096435547, 0.016481439400991123, 1728071342373335878, 
-0.32015275955200195, 0.1493445634841919, 0.023979437801140303, 1728071342401190443, 
0.15903240442276, -0.15541517734527588, 0.0377150525469615, 1728071342431217075, 
-0.02802175283432007, -0.04193001985549927, 0.006676330290535065, 1728071342461202932, 
0.10768526792526245, -0.016544997692108154, -0.009906978530371547, 1728071342491211981, 
0.34321820735931396, -0.08972126245498657, -0.012492653822249207, 1728071342521227577, 
0.15706580877304077, 0.02810037136077881, -0.012355135434940347, 1728071342551388527, 
0.006897926330566406, 0.18632245063781738, -0.018930664944409453, 1728071342583325509, 
-0.05578911304473877, -0.05044430494308472, -0.004978325634609501, 1728071342613520696, 
0.15188300609588623, -0.06034272909164429, 0.002363227146872793, 1728071342641209002, 
-0.027737796306610107, -0.04339611530303955, -0.004292557722405926, 1728071342671260264, 
0.15125274658203125, 0.010802090167999268, -0.00037939205026778385, 1728071342701174989, 
0.20786583423614502, 0.05795532464981079, -0.010695108864894727, 1728071342731297351, 
-0.0835493803024292, -0.01901841163635254, 0.0029162562757508344, 1728071342761422575, 
-0.1707032322883606, -0.12726283073425293, 0.00750228289117831, 1728071342791478279, 
0.3923255205154419, -0.07578384876251221, 0.001008953267723393, 1728071342823145611, 
0.07097148895263672, 0.22422009706497192, -0.007793920405168491, 1728071342851283072, 
-0.08265054225921631, 0.11085224151611328, 0.0009019348425212277, 1728071342881221043, 
0.12183409929275513, -0.23769819736480713, 0.004824243134264848, 1728071342911195636, 
0.24564975500106812, -0.08586138486862183, -4.0124398532034424e-05, 1728071342941184605, 
0.11517059803009033, 0.24968111515045166, -0.0054166750290753915, 1728071342971208020, 
-0.07738059759140015, 0.014925718307495117, 0.004670795834303222, 1728071343001170047, 
