x, y, th, stamp, 
-0.5483258366584778, 3.019003391265869, -0.29234933558933174, 1728071341755500965, 
-0.5483258366584778, 3.019003391265869, -0.29234934542938407, 1728071341801025171, 
-0.5483258366584778, 3.019003391265869, -0.29234934542938407, 1728071341845018846, 
-0.5483258366584778, 3.019003391265869, -0.2923493542608819, 1728071341895504881, 
-0.5482686758041382, 3.0189874172210693, -0.2923493542608819, 1728071341945784732, 
-0.5467594265937805, 3.0186002254486084, -0.29299818831615065, 1728071342006169052, 
-0.545475959777832, 3.0181992053985596, -0.29173577088354774, 1728071342041789684, 
-0.5434620976448059, 3.017758369445801, -0.29173589381107756, 1728071342105536471, 
-0.5420992970466614, 3.0173492431640625, -0.2911791188609714, 1728071342155686285, 
-0.5410430431365967, 3.016993284225464, -0.2903071943148956, 1728071342200994044, 
-0.5400909781455994, 3.0167112350463867, -0.29073342140291375, 1728071342245819295, 
-0.5388579964637756, 3.016284465789795, -0.2917100021827313, 1728071342294937882, 
-0.5366322994232178, 3.0154836177825928, -0.29247399217365594, 1728071342345625184, 
-0.5338088870048523, 3.0147111415863037, -0.292377161875578, 1728071342395146411, 
-0.5304686427116394, 3.0138096809387207, -0.29043945498711277, 1728071342454995719, 
-0.5276143550872803, 3.0128533840179443, -0.29057526349512075, 1728071342505026131, 
-0.5244553685188293, 3.0116770267486572, -0.29110113920007746, 1728071342554973608, 
-0.5212891101837158, 3.010784149169922, -0.29220936037860334, 1728071342601733132, 
-0.517972469329834, 3.0098226070404053, -0.2922095447872405, 1728071342645038575, 
-0.5141652822494507, 3.0085902214050293, -0.2923120706343173, 1728071342695045989, 
-0.5099815130233765, 3.007312774658203, -0.2923120706343173, 1728071342745211464, 
-0.5057077407836914, 3.0059895515441895, -0.2923120706343173, 1728071342795211610, 
-0.50128173828125, 3.004366636276245, -0.2923120706343173, 1728071342846395135, 
-0.49570462107658386, 3.0027823448181152, -0.29243373336906453, 1728071342904954978, 
-0.4908353388309479, 3.0010550022125244, -0.29243373336906453, 1728071342955033648, 
-0.4855847954750061, 2.9994773864746094, -0.29243373336906453, 1728071343007893327, 
-0.4812617897987366, 2.998037099838257, -0.29243373336906453, 1728071343046720891, 
-0.47534045577049255, 2.9961490631103516, -0.2923456288078066, 1728071343095892026, 
-0.4697495400905609, 2.9944334030151367, -0.2929396274041944, 1728071343145021020, 
-0.4625761806964874, 2.9923532009124756, -0.2935408818524043, 1728071343206639770, 
-0.4573628902435303, 2.990755796432495, -0.2926176797179512, 1728071343247026173, 
-0.4494735896587372, 2.988389730453491, -0.2924654742460297, 1728071343305756291, 
-0.44270187616348267, 2.9861831665039062, -0.2920940311561872, 1728071343354978857, 
-0.4360259175300598, 2.984041690826416, -0.2934774663004282, 1728071343407875734, 
-0.4302506148815155, 2.9823203086853027, -0.2934774663004282, 1728071343446969590, 
-0.42278218269348145, 2.97989559173584, -0.2934774663004282, 1728071343496895355, 
-0.4149397015571594, 2.9774234294891357, -0.29281670970031765, 1728071343544987904, 
-0.4068690538406372, 2.9750194549560547, -0.292816709701123, 1728071343595772032, 
-0.398985892534256, 2.972606658935547, -0.292816709701123, 1728071343647113451, 
-0.3893107771873474, 2.9694557189941406, -0.2926382031310058, 1728071343704984650, 
-0.3806840777397156, 2.966775417327881, -0.29244619488137097, 1728071343755007173, 
-0.37158310413360596, 2.9639415740966797, -0.29244637929963907, 1728071343807767592, 
-0.3643772304058075, 2.961824893951416, -0.2924465022449236, 1728071343844961975, 
-0.3552328050136566, 2.9589993953704834, -0.29244657782237765, 1728071343894991088, 
-0.3457356095314026, 2.956002712249756, -0.2924467315036956, 1728071343945157041, 
-0.3357559144496918, 2.9530041217803955, -0.29244679297657195, 1728071343995185163, 
-0.3258567154407501, 2.9499242305755615, -0.2926336987898213, 1728071344046134091, 
-0.31379568576812744, 2.946101188659668, -0.2925111714226708, 1728071344105455791, 
-0.30345022678375244, 2.9429173469543457, -0.2931333898086992, 1728071344155904195, 
-0.2927880585193634, 2.9394919872283936, -0.29312248606959435, 1728071344207856478, 
-0.28421929478645325, 2.936739444732666, -0.29312248606959435, 1728071344246679294, 
-0.27319666743278503, 2.9334471225738525, -0.2932959204627288, 1728071344295892270, 
-0.26162201166152954, 2.9299075603485107, -0.29329592046362146, 1728071344344986004, 
-0.2470874786376953, 2.925447940826416, -0.2939751563702036, 1728071344406469108, 
-0.23719969391822815, 2.9225616455078125, -0.2939751563702036, 1728071344447676035, 
-0.22225867211818695, 2.9179999828338623, -0.292753155470792, 1728071344505888085, 
-0.20938602089881897, 2.9139585494995117, -0.292753155470792, 1728071344555784568, 
-0.19624193012714386, 2.9100050926208496, -0.292753155470792, 1728071344607903741, 
-0.18579427897930145, 2.9070258140563965, -0.292753155470792, 1728071344645884553, 
-0.1723470836877823, 2.902719497680664, -0.29192256095263525, 1728071344696888516, 
