acc_x, acc_y, angular_z, stamp, 
-0.028396189212799072, -0.009428322315216064, 4.060798852919764e-11, 1728071321222582913, 
0.005957663059234619, 0.030097663402557373, -1.8804111077673716e-06, 1728071321254278972, 
-0.004684925079345703, -0.031187474727630615, -2.2320272566035717e-06, 1728071321280981251, 
-0.00637131929397583, -0.022065579891204834, 1.5810541140478766e-10, 1728071321310931782, 
0.0045621395111083984, -0.016554713249206543, -1.9390264723414867e-06, 1728071321341668787, 
-0.0008195638656616211, 0.0032138824462890625, 1.4918731310866677e-10, 1728071321371702933, 
0.00823366641998291, 0.005014955997467041, 1.4869985176431947e-10, 1728071321401612897, 
0.015408217906951904, -0.016577422618865967, -1.985307271822138e-06, 1728071321431633529, 
-0.011498510837554932, -0.007372498512268066, 1.1145466632388451e-10, 1728071321462145123, 
-0.01318359375, 0.007041275501251221, 8.3398512951785e-11, 1728071321494483462, 
0.005057394504547119, 0.0036048293113708496, 7.791489076723709e-11, 1728071321521708509, 
0.015888750553131104, -0.016128480434417725, 5.3005368296197216e-11, 1728071321551636059, 
-0.007396280765533447, -0.00335538387298584, 7.754659809769876e-12, 1728071321581573463, 
-0.010918974876403809, -0.01918649673461914, -5.997009849401419e-11, 1728071321611587413, 
-0.0017925500869750977, 0.017071187496185303, -1.464511288930042e-10, 1728071321641594901, 
0.041354358196258545, 0.02254927158355713, -1.902708752470309e-10, 1728071321671639878, 
0.019418656826019287, -0.011715948581695557, 1.9477374682751065e-06, 1728071321702239549, 
-0.0095292329788208, -0.009705603122711182, 1.843108046383093e-06, 1728071321734577148, 
-0.01329493522644043, 0.006557047367095947, 2.2001651969857618e-06, 1728071321761667028, 
0.006512582302093506, 0.003007054328918457, 1.9905409760274263e-06, 1728071321791609541, 
-0.020463287830352783, -0.007866382598876953, 1.98815259662736e-06, 1728071321821587958, 
0.01014631986618042, 0.003093421459197998, 1.985850237037733e-06, 1728071321851601432, 
-0.03312194347381592, 0.008265376091003418, 1.9867751865243458e-06, 1728071321881601407, 
-0.020337224006652832, 0.00995105504989624, -3.9019253433594597e-11, 1728071321911617371, 
0.0121193528175354, 0.025702178478240967, -1.7106676282859794e-11, 1728071321942615825, 
0.010152876377105713, 0.01612144708633423, 3.489614086085679e-11, 1728071321974074177, 
0.001172482967376709, -0.023587465286254883, 7.171067092427435e-11, 1728071322001641780, 
0.0013155341148376465, -0.0057430267333984375, 8.50828482060849e-11, 1728071322031574871, 
-0.0004215836524963379, -0.002389192581176758, -1.9864383261362538e-06, 1728071322061578846, 
0.012295424938201904, 0.006658971309661865, 1.4583747551525784e-10, 1728071322091619468, 
0.01037675142288208, 0.0064544677734375, 1.3664582195795577e-10, 1728071322121611307, 
-0.01465296745300293, -0.020359933376312256, -1.9871032692473593e-06, 1728071322151605004, 
-0.009013175964355469, -0.007584214210510254, 1.385093103157034e-10, 1728071322182676494, 
0.02336210012435913, -0.01659160852432251, 1.3027490143567485e-10, 1728071322214106022, 
0.030460238456726074, 0.006925463676452637, 1.1576404357360972e-10, 1728071322241618849, 
-0.014787137508392334, -0.014554381370544434, 5.087630845733944e-11, 1728071322271618479, 
-0.009562015533447266, 0.005438625812530518, 8.158747218262883e-12, 1728071322301606023, 
0.0084342360496521, -0.003188014030456543, -9.558014947647683e-12, 1728071322331605591, 
0.0369986891746521, -0.004583954811096191, -1.0748300601512215e-11, 1728071322361580842, 
-0.01192617416381836, -0.02402287721633911, 4.509566502058809e-11, 1728071322391616045, 
