e, e_dot, e_int, stamp, 
1.4074671365857734, 0.0, 0.20036745506422873, 1729886473940557799, 
1.4074671365857734, 0.0, 0.1409166779825243, 1729886473989675370, 
1.4074671365857734, 0.0, 0.1372553830513068, 1729886474038077222, 
1.4075998354745776, 0.0008783828966799362, 0.1390045842466252, 1729886474088434490, 
1.4086419677548994, 0.009378049623348874, 0.1284384877939549, 1729886474129304025, 
1.411044911974349, 0.024968465195137467, 0.12612227433381298, 1729886474177940324, 
1.4156065228754078, 0.03931444056602144, 0.16262577960279695, 1729886474244497305, 
1.4196107565242653, 0.050552945775100146, 0.16239122465170935, 1729886474292670327, 
1.4239694800474432, 0.05629660791671859, 0.14054322637904507, 1729886474343490306, 
1.4286671618037514, 0.059784256409934615, 0.14385654987322433, 1729886474393687335, 
1.4375624969607832, 0.06433010399936688, 0.19975511979312696, 1729886474483172717, 
1.4472191162205663, 0.06218204705730616, 0.28799719467715074, 1729886474593989142, 
1.452301830523142, 0.04606498666282243, 0.30413297872395584, 1729886474693544260, 
1.454299622493602, 0.02354901019705517, 0.2924620393985772, 1729886474795510106, 
1.4517332463905828, -0.0013868466505181296, 0.3050962017847386, 1729886474903553052, 
1.4468769575839475, -0.02585271791903274, 0.2877279025058811, 1729886474993810494, 
1.439599376728903, -0.04247730420918402, 0.2734536644319005, 1729886475092654334, 
1.4278226040731494, -0.06504379078171157, 0.28153470548771653, 1729886475189579060, 
1.413640948315509, -0.0913028360882507, 0.2711020930189779, 1729886475282631985, 
1.3941113842786876, -0.10919197677355912, 0.288782943513033, 1729886475394120083, 
1.372447038920148, -0.13099879760083, 0.29393187114965785, 1729886475493577812, 
1.3499138694042543, -0.1507809145158837, 0.2683124763490685, 1729886475589660675, 
1.326184682031546, -0.16147530519084766, 0.25780412415162324, 1729886475684612433, 
1.2969056710878788, -0.1721891618555086, 0.27115877511588904, 1729886475794411609, 
1.2698170135470896, -0.1798643244235366, 0.2712698169883573, 1729886475893661705, 
1.2421573284908762, -0.18518407387811334, 0.25026790923047904, 1729886475991530900, 
1.2160992524656324, -0.18757174483941197, 0.23723192071176885, 1729886476084563452, 
1.1865085915955402, -0.1908188219988435, 0.23599319926715878, 1729886476185776500, 
1.1547287220606341, -0.19553447300604732, 0.24808683787968608, 1729886476293781922, 
1.12664890166382, -0.1942587835812298, 0.2373475262955273, 1729886476391101166, 
1.094032535321427, -0.194622406573175, 0.23375627049676687, 1729886476501540025, 
1.06629246038431, -0.19856294270468436, 0.2221956926945709, 1729886476593897750, 
1.0362633592740964, -0.20011313855934412, 0.2050716086022305, 1729886476693999847, 
1.0075041016437882, -0.1981440060756361, 0.20502977351399068, 1729886476791671856, 
0.9745894463555126, -0.1970804285724379, 0.20984893380665054, 1729886476902572531, 
0.9506724805010813, -0.19891915061236223, 0.18636125745520826, 1729886476982305465, 
0.9166876515300374, -0.20150021299079526, 0.18124811757756118, 1729886477093900469, 
0.8870206264130904, -0.2026412084380204, 0.1922385758315693, 1729886477191686730, 
0.8595814351860513, -0.19859113108601398, 0.17012360507271612, 1729886477285532199, 
0.8300164403041264, -0.19920138142216115, 0.163796412869287, 1729886477382397632, 
0.7953612486851868, -0.20357134034325508, 0.17419913342713986, 1729886477495836423, 
0.7654200137579956, -0.20393605149970562, 0.16830141323160178, 1729886477593584149, 
0.737995465686675, -0.203390113788394, 0.14405813851732127, 1729886477683838333, 
0.7042816737490568, -0.20295556955596306, 0.14776000847865456, 1729886477794372570, 
0.673769541673954, -0.20314327735320678, 0.14866209075106684, 1729886477894602243, 
0.643604992381819, -0.2021031832107957, 0.13487785334342703, 1729886477994522110, 
0.6164998577773105, -0.20098336923585158, 0.12244737820524068, 1729886478084553636, 
0.5859958743101655, -0.20269098994182722, 0.11654416212544395, 1729886478183911823, 
0.5523309923460679, -0.20373717707274622, 0.12285229714084962, 1729886478294578299, 
0.5220327322843725, -0.20317769716349324, 0.11616820775526876, 1729886478393808898, 
0.4946309381193676, -0.20135062215341923, 0.09987241231894833, 1729886478485539584, 
0.46094890706585967, -0.2027810952728298, 0.09876096891572882, 1729886478594323506, 
0.43038287243327983, -0.20580912890258682, 0.0961338122055345, 1729886478693627026, 
0.40015693290952853, -0.2032981076823329, 0.08582352929068403, 1729886478793683040, 
0.37325131034723036, -0.19831097213315804, 0.0770159040312845, 1729886478885560418, 
0.34047152441460493, -0.19841181860615997, 0.07436214917317037, 1729886478993961790, 
0.31676699697015226, -0.17999312199509498, 0.07150689509698574, 1729886479093733928, 
0.2943629804011374, -0.15328377833792042, 0.06362120542767402, 1729886479194532739, 
0.2746247631748114, -0.14784486272511013, 0.05609870665693755, 1729886479283736998, 
0.2522266652997438, -0.14136338035483423, 0.054648398552664366, 1729886479394170244, 
0.23337177393524627, -0.13080201970807162, 0.053186815763838526, 1729886479493623314, 
0.21617831412095176, -0.11998473723631957, 0.04687222446205526, 1729886479594542617, 
0.19969684805525573, -0.11527997704627069, 0.04216772824824857, 1729886479688469339, 
0.18041316795600634, -0.11910577165171911, 0.0397467645874109, 1729886479794513483, 
0.16753354202911305, -0.10353428236193359, 0.037618472618602204, 1729886479894543922, 
0.15436242351406515, -0.08681594446749041, 0.03349496826355546, 1729886479994559427, 
0.14200354875372323, -0.0896640995581552, 0.02938465626907877, 1729886480084572077, 
0.12877520705677792, -0.090069094772786, 0.026861042824981265, 1729886480184103824, 
0.11799976838189641, -0.07680370859313515, 0.027220066075419727, 1729886480294615053, 
0.10942548902248236, -0.061100457015477505, 0.02498736961362892, 1729886480394553041, 
0.10127159818631985, -0.05782442226747675, 0.021139251004936924, 1729886480487551955, 
0.0941750908079724, -0.05472552510165055, 0.01887814846526115, 1729886480580317599, 
0.08602001114580443, -0.05015480940039683, 0.019047920139896306, 1729886480690573344, 
0.07949063773140129, -0.04641422645015227, 0.01820228473179469, 1729886480790598126, 
0.07342029117525632, -0.04241224037254194, 0.01576929287091226, 1729886480888571471, 
0.06743268671134213, -0.042500008662937155, 0.013905897406759337, 1729886480979928287, 
0.06193923992250231, -0.0386706577080023, 0.013533014525928873, 1729886481088771676, 
0.057329907035801805, -0.032040403488044676, 0.013057572571348146, 1729886481189742604, 
0.05235210553790635, -0.03036099522866988, 0.012044080192719697, 1729886481299306444, 
0.048697486342713564, -0.030414298574208215, 0.009995941732653859, 1729886481379084188, 
0.04422907171618711, -0.028743147764472274, 0.009216908782409234, 1729886481489635331, 
0.04124986974184147, -0.023409798781816316, 0.009414308052637972, 1729886481589575141, 
0.03787200157139639, -0.021298662050511178, 0.008183847587075495, 1729886481688673475, 
0.034827601943553256, -0.022574179205240002, 0.0072018766941145005, 1729886481779182249, 
0.031272725490557235, -0.022039649017212004, 0.0069297121291537365, 1729886481888622217, 
0.028004881591087945, -0.021617012665129536, 0.006599823345860348, 1729886481989579423, 
0.024872980642970163, -0.021782562655443056, 0.0054956922494690695, 1729886482084545706, 
0.021600536015758936, -0.02191724940682499, 0.004836606129782546, 1729886482184398575, 
0.017964216204879993, -0.022011337543426757, 0.00449299739002481, 1729886482293724266, 
0.014697092767699956, -0.022442634967476994, 0.003712049523767001, 1729886482389628393, 
0.011739604604893506, -0.021827767490832286, 0.0028126712733280296, 1729886482483765712, 
