e, e_dot, e_int, stamp, 
1.4142380134976988, 6.53508556491822e-05, 0.12682976746241886, 1731707909739039417, 
1.414247916021974, 6.699177585260212e-05, 0.08492717751050985, 1731707909769122364, 
1.414431976351738, 0.0006465428467968456, 0.08624914700640574, 1731707909800022789, 
1.4155674478336193, 0.004398439372150786, 0.12706027454588525, 1731707909858933535, 
1.4175842257398406, 0.01050749796034219, 0.209052367376186, 1731707909947673113, 
1.4237875287500548, 0.027400269721451487, 0.30208589036128985, 1731707910071823038, 
1.4237875287500548, 0.020677676700714038, 0.17650640170909782, 1731707910071823038, 
1.4390899291853785, 0.05100800145107905, 0.12370526976772098, 1731707910158397522, 
1.45969757277971, 0.11970014676551714, 0.3010119325956993, 1731707910280734576, 
1.4848415511735424, 0.1525054066272132, 0.30643972232579525, 1731707910368113982, 
1.5067827943508516, 0.15695073857047234, 0.26305412712982523, 1731707910458021772, 
1.5202799261226447, 0.11812791649700764, 0.3157298034511416, 1731707910578045167, 
1.5316136860436511, 0.08276963897599836, 0.31879756208143667, 1731707910667817906, 
1.5413413414914976, 0.07020471789617622, 0.27911627858447485, 1731707910760345625, 
1.5494373593450472, 0.05941224433798705, 0.32302043929937313, 1731707910877462877, 
1.556837164190275, 0.05165274232925787, 0.3219363354303004, 1731707910968153033, 
1.563338365133875, 0.04633668596275934, 0.2798027295450813, 1731707911057222572, 
1.567376872590274, 0.035132361333329865, 0.32648152940822806, 1731707911177098876, 
1.568297878785051, 0.016531712170586577, 0.3288746615706131, 1731707911267186656, 
1.5690446069978607, 0.005559114691956098, 0.2821446984751947, 1731707911357010584, 
1.5681471296556504, -0.000502497098002023, 0.28407040181003984, 1731707911448296652, 
1.5654532617131105, -0.01197115094916749, 0.3161330872316603, 1731707911558684166, 
1.561276397767602, -0.022902439626827736, 0.326426107016345, 1731707911656881108, 
1.5564718259646009, -0.02993811916169875, 0.34054442384467765, 1731707911776832643, 
1.5488299891389112, -0.04148802876230281, 0.32635042900004085, 1731707911866681789, 
1.5389671612254494, -0.058348882463838216, 0.2775181084578677, 1731707911956097524, 
1.5302758148200188, -0.06184724772964131, 0.32220308008695714, 1731707912075991873, 
1.5225146877307574, -0.054841578315640106, 0.3245499285370424, 1731707912168140462, 
1.513033637165574, -0.05747392551481637, 0.273340720533143, 1731707912255591905, 
1.5011274686528495, -0.07129073025969286, 0.3149463182322081, 1731707912376407263, 
1.4898322709501914, -0.0773378873846083, 0.3149301270769512, 1731707912465359172, 
1.4784778858858707, -0.07549860922326272, 0.2663386910759594, 1731707912555180554, 
1.4663700631185304, -0.07820735943887029, 0.2694881982660509, 1731707912647664221, 
1.4542755531778406, -0.08067444236010024, 0.3075553495220118, 1731707912764919164, 
1.4382313583015758, -0.09379568272318191, 0.3042876396696631, 1731707912857090393, 
1.4224986021675712, -0.1059231700342315, 0.3015872823035425, 1731707912974597192, 
1.4062761653182865, -0.10651730994429769, 0.2950879377666555, 1731707913064557593, 
1.3850913977388042, -0.12469068142922331, 0.2526049450645841, 1731707913154435565, 
1.3653355353682004, -0.13646876650028691, 0.2904874425305536, 1731707913274209884, 
1.349238586530947, -0.11950937069285701, 0.2865688869377252, 1731707913364137224, 
1.3309435803617948, -0.11463985002135191, 0.24239399229771594, 1731707913453959926, 
1.307531616082537, -0.13902323482803366, 0.2821927232054022, 1731707913576433847, 
1.2828468444890877, -0.16032245290902378, 0.2728012034710733, 1731707913662665970, 
1.258816291088568, -0.16238441664656303, 0.22725577298135197, 1731707913753553313, 
1.236165800700418, -0.15560347929556592, 0.2653357423014644, 1731707913873370912, 
1.2133296867081187, -0.15162201460149793, 0.25923584765859103, 1731707913963273420, 
1.1954029560969142, -0.13587614867834588, 0.22147773789043723, 1731707914055662195, 
1.1791195639198884, -0.11403374262743442, 0.25079982692108144, 1731707914172980910, 
1.16094896431518, -0.11484663927244713, 0.24612936615112765, 1731707914264513575, 
1.1438418923177367, -0.1175922386738389, 0.20880650342404442, 1731707914352784474, 
1.1238569212257288, -0.12364014363150415, 0.23783845048332444, 1731707914472617585, 
1.0957195307351233, -0.16040787194204467, 0.23509404490241334, 1731707914562476538, 
1.068559675595471, -0.18432415210085948, 0.19700410228518364, 1731707914652358412, 
1.0429373597787703, -0.17594056985450987, 0.22424934882712605, 1731707914772237255, 
1.0151592589011906, -0.17800138898093434, 0.2185672573768007, 1731707914862071828, 
0.9921217721210728, -0.1693852921923252, 0.18357487335322997, 1731707914952789776, 
0.9667687400151871, -0.1613017296200118, 0.2080751056335652, 1731707915071962504, 
0.9408979275265489, -0.17074614864841298, 0.20186664184921943, 1731707915161632572, 
0.9132897337231495, -0.17826335430679205, 0.19702235783715225, 1731707915281489696, 
0.8833880599724677, -0.19169955851360387, 0.1919301590171252, 1731707915371961175, 
0.8529685756675758, -0.20107052685191232, 0.16199916175186332, 1731707915464909450, 
0.8190775703169713, -0.21436829885165487, 0.15258449516425124, 1731707915551090610, 
0.7911044204546914, -0.2062138507096145, 0.16975129563431313, 1731707915671658438, 
0.7663271733121895, -0.17583465668260598, 0.16615507441062738, 1731707915760837423, 
0.7344489941522451, -0.18885142100815452, 0.13606908801759376, 1731707915849768618, 
0.699875917958348, -0.22150418451280482, 0.1538592316756414, 1731707915970583297, 
0.6651789733897676, -0.2309000692082582, 0.14742215692273763, 1731707916060421465, 
0.6280428549031623, -0.23944354351728592, 0.1393570090856584, 1731707916180342717, 
0.5902993091543436, -0.24959888078474676, 0.13169005319084412, 1731707916270172315, 
0.5573151444545223, -0.23575903482879967, 0.10700148880971307, 1731707916361123358, 
0.5314382140142169, -0.19620365046708907, 0.10060498465683981, 1731707916449925434, 
0.5072801305387625, -0.1667833797191994, 0.09503754207520913, 1731707916539761606, 
0.4861250539089642, -0.15104386701750885, 0.10610652980096724, 1731707916658681028, 
0.4728158947046102, -0.11488078611384105, 0.11715154123486281, 1731707916779462582, 
0.45922397661563713, -0.0896702576444236, 0.10123483621599633, 1731707916872834194, 
0.44156861874674813, -0.10415758652620695, 0.07921436840166894, 1731707916952469015, 
0.42288539731824276, -0.12112859765798123, 0.07778488623955092, 1731707917049126812, 
0.403129026360138, -0.12813197462203385, 0.09145336712335403, 1731707917168912508, 
0.3832594362883238, -0.13208653676639648, 0.08411211353735021, 1731707917257794467, 
0.3634040051434372, -0.13241673738900264, 0.0698748582454752, 1731707917351227648, 
0.3461223583604091, -0.12379025975971569, 0.06968674646606406, 1731707917449103907, 
0.3302079252424793, -0.1106535996698595, 0.06834277591989711, 1731707917548420652, 
0.315844529706125, -0.10092609551428045, 0.07251284223393703, 1731707917668358139, 
0.3036296750750662, -0.08859416722471036, 0.06639878271598476, 1731707917758171201, 
0.29149299281876595, -0.08117178962453009, 0.05477702937542978, 1731707917848750022, 
0.27915784129519294, -0.08157277926624425, 0.06110597105801397, 1731707917967849801, 
0.26555547214733755, -0.08645840223809469, 0.058332158115568314, 1731707918058024304, 
